archive_rank,slug,title,award_date,awwwards_url,requested_url,visit_status,http_status,final_url,redirect_host_changed,mirror_status,mirror_has_html,mirror_file_count,mirror_bytes
2186,dunderville-se,Dunderville.se,2020-07-27,https://www.awwwards.com/sites/dunderville-se,http://dunderville.se,live_html,200,https://www.dunderville.se/,False,mirrored,True,1,733
2187,rom-boats,ROM Boats,2020-07-26,https://www.awwwards.com/sites/rom-boats,https://www.romboats.com/,live_html,200,https://www.romboats.com/,False,mirrored,True,12,1878012
2188,thibaut-foussard-2020,Thibaut Foussard - 2020,2020-07-25,https://www.awwwards.com/sites/thibaut-foussard-2020,https://thibautfoussard.com/,live_html,200,https://thibautfoussard.com/,False,mirrored,True,3,26282
2189,kaleidoztm-design-website,Kaleidoz™ Design Website,2020-07-24,https://www.awwwards.com/sites/kaleidoztm-design-website,https://kaleidozdesign.com,timeout,,,False,not_in_live_scope,False,0,0
2190,pbsc-r,PBSC®,2020-07-23,https://www.awwwards.com/sites/pbsc-r,https://www.pbsc.com/,live_html,200,https://lyfturbansolutions.com/,True,mirrored,True,1,650
2191,makemepulse,makemepulse,2020-07-22,https://www.awwwards.com/sites/makemepulse,http://www.makemepulse.com,live_html,200,https://www.makemepulse.com/,False,mirrored,True,1,622
2192,patrick-heng-portfolio-1,Patrick HENG - Portfolio,2020-07-21,https://www.awwwards.com/sites/patrick-heng-portfolio-1,https://patrickheng.com/,live_html,200,https://patrickheng.com/,False,mirrored,True,7,1510107
2193,we-are-buro,We are Büro,2020-07-20,https://www.awwwards.com/sites/we-are-buro,https://burocratik.com/,live_html,200,https://www.burocratik.com/,False,mirrored,True,1,612
2194,million-piece-mission,Million Piece Mission,2020-07-19,https://www.awwwards.com/sites/million-piece-mission,https://airforcepuzzle.com/,live_html,200,https://airforceaircade.com:443/,True,timeout,False,1,850
2195,depositphoto-evolution,Depositphotos. Evolution,2020-07-18,https://www.awwwards.com/sites/depositphoto-evolution,https://evolution.depositphotos.com/,live_html,200,https://evolution.depositphotos.com/,False,mirrored,True,16,1025696
2196,daniele-buffa-portfolio-1,Daniele Buffa - Portfolio,2020-07-17,https://www.awwwards.com/sites/daniele-buffa-portfolio-1,https://danielebuffa.me/,server_error,526,https://danielebuffa.me/,False,not_in_live_scope,False,0,0
2197,marvin-schwaibold,Marvin Schwaibold,2020-07-16,https://www.awwwards.com/sites/marvin-schwaibold,http://marvinschwaibold.com,live_html,200,https://www.marvinschwaibold.com/,False,no_html,False,0,0
2198,mavfarm,Mavfarm,2020-07-15,https://www.awwwards.com/sites/mavfarm,https://mav.farm/,live_html,200,https://www.mav.farm/,False,mirrored,True,1,600
2199,creativecrew,CreativeCrew,2020-07-14,https://www.awwwards.com/sites/creativecrew,https://partners.cpeople.ru/en/,live_html,200,https://partners.cpeople.ru/en/,False,mirrored,True,5,881391
2200,chiara-luzzana-sound-designer,Chiara Luzzana–Sound Designer,2020-07-13,https://www.awwwards.com/sites/chiara-luzzana-sound-designer,https://chiaraluzzana.com,live_html,200,https://chiaraluzzana.com,False,mirrored,True,6,130694
2201,kd-capital,KD Capital,2020-07-12,https://www.awwwards.com/sites/kd-capital,https://kdcap.com/,live_html,200,https://kdcap.com/,False,mirrored,True,8,1068579
2202,turbulent-ca,Turbulent.ca,2020-07-11,https://www.awwwards.com/sites/turbulent-ca,https://turbulent.ca/,live_html,200,https://turbulent.ca/,False,mirrored,True,9,154882
2203,adventure-time-distant-lands,Adventure Time: Distant Lands,2020-07-10,https://www.awwwards.com/sites/adventure-time-distant-lands,https://adventuretimedistantlands.com/,live_html,200,https://www.hbomax.com/shows/adventure-time-distant-lands/9141a8ca-0a07-4278-9488-1f7776597ed6,True,mirrored,True,1,746
2204,hanzo,Hanzo,2020-07-09,https://www.awwwards.com/sites/hanzo,https://hanzo.es/,live_html,200,https://hanzo.es/,False,mirrored,True,19,2116364
2205,pioneer-corn-revolutionized,Pioneer - Corn Revolutionized,2020-07-08,https://www.awwwards.com/sites/pioneer-corn-revolutionized,https://cornrevolution.resn.global/,live_html,200,https://cornrevolution.resn.global/,False,mirrored,True,7,442397
2206,everyday-experiments,Everyday Experiments,2020-07-07,https://www.awwwards.com/sites/everyday-experiments,http://www.everydayexperiments.com,live_html,200,https://www.icebreakeregypt.com/events/,True,mirrored,True,1,638
2207,un-printemps-suspendu,Un printemps suspendu,2020-07-06,https://www.awwwards.com/sites/un-printemps-suspendu,https://unprintempssuspendu.lequipe.fr/,live_html,200,https://unprintempssuspendu.lequipe.fr/,False,mirrored,True,7,1511169
2208,sempai,SEMPAI,2020-07-05,https://www.awwwards.com/sites/sempai,https://dwl.media/,network_error,,,False,not_in_live_scope,False,0,0
2209,canvas-1,Canvas,2020-07-04,https://www.awwwards.com/sites/canvas-1,https://canvascreative.co/,live_html,200,https://canvascreative.co/,False,mirrored,True,4,402062
2210,safari-riot,Safari Riot,2020-07-03,https://www.awwwards.com/sites/safari-riot,https://safaririot.com,live_html,200,https://safaririot.com,False,mirrored,True,7,108002
2211,reedbe,Reed.be,2020-07-02,https://www.awwwards.com/sites/reedbe,https://www.reed.be/,live_html,200,https://www.reed.be/,False,mirrored,True,4,280844
2212,superfluid,Superfluid,2020-07-01,https://www.awwwards.com/sites/superfluid,https://superfluid.numbered.studio/,network_error,,,False,not_in_live_scope,False,0,0
2213,blackmeal,Blackmeal,2020-06-30,https://www.awwwards.com/sites/blackmeal,https://blackmeal.com/,live_html,200,https://www.blackmeal.com/,False,mirrored,True,1,731
2214,14islands,14islands,2020-06-29,https://www.awwwards.com/sites/14islands,https://14islands.com,live_html,200,https://www.14islands.com/,False,mirrored,True,1,610
2215,altermind,Altermind,2020-06-28,https://www.awwwards.com/sites/altermind,https://altermind.com/,live_html,200,https://altermind.com/,False,mirrored,True,11,487882
2216,thomas-bosc-content-manager,Thomas Bosc | Content Manager,2020-06-27,https://www.awwwards.com/sites/thomas-bosc-content-manager,https://www.thomasbosc.com/en,live_html,200,https://thomasbosc.com/en,False,mirrored,True,7,285109
2217,mcube,Mcube,2020-06-26,https://www.awwwards.com/sites/mcube,https://www.mcube.fr,live_html,200,https://www.mcube.fr,False,mirrored,True,9,666778
2218,ashley-co,Ashley & Co,2020-06-25,https://www.awwwards.com/sites/ashley-co,https://ashleyandco.co/,live_html,200,https://ashleyandco.co/,False,mirrored,True,4,602167
2219,enid,ENID,2020-06-24,https://www.awwwards.com/sites/enid,https://enid.fm/,live_html,200,https://enid.fm/,False,mirrored,True,5,249912
